channel_id,subscribers,avg_views_sub,avg_30days_view,week_upload
UCEb6clzDkvdzwPpApztz70Q,10200,3.86211967545639,27009,0.366972
UCEbH4-PqErStlTupDlh-skw,22500,0.3009472222222222,1863.75,1.06364
UCEbIsZjyZx3pERuusDfgM3A,219000,0.7001636225266362,138698,1.78667
UCEbUaLtY-orZLMG9wOLfDLg,1900000,0.31894543859649127,579130,1.6875
UCEbkQ7VerPHjPChFwfDyekQ,129000,0.2695674418604651,31016.5,5.49107
UCEbxn9_60QWB2NXWZnyH1tQ,8020,0.29808171877997314,4837.56,0.0795181
UCEc-yCNKONGlxpjsCAN8iag,7770,2.715598455598456,3349.8,0.340984
UCEcO9_XHduUvHBMaLVFyHWA,5190,0.9474502247912652,5019.95,0.772853
UCEcuyrAqhRVUmRdOd6FGKSw,1010000,0.3311207260726073,334432,6.22087
UCEd7z_vCHa2O5ZsEmPVrBaA,6750,1.2128086419753086,7583.7,1
UCEdAdlkQmR2UjTZNpDDtS9A,5850,1.3472978303747534,4480.62,0.64
UCEdLlIAXe2xPJvp9UEcsJzQ,3990,0.5482456140350878,597,0.563492
UCEdNRdGhJhH51pTyGN1mn3w,16800,1.1628174603174601,17491.6,0.291866
UCEdcFkWNkwqBPsL-IUsHVdw,6240,0.22222222222222224,1467,0.345238
UCEdgYdvnQjK3iy_ZYiVvJZg,9730,0.6657434954292205,19968.6,3.99015
UCEdim_OY8EE4lmPqjEZQ8QQ,29500,1.4047322033898304,59669,0.0509554
UCEeKuSCOeuIIpO6egtSU4jw,18700,0.2485169340463458,1270.14,0.315327
UCEe_kDXW_QsykwcdkYqqujg,13600,0.5778649237472767,7395.43,2.1734
UCEer1Gqjz-hK4BhG-abw0nA,20800,0.49291826923076926,10252.7,3.42045
UCEezvetKLVbaxCDeC5I5Qvg,4540,0.8483580296355626,183.778,2.14934
UCEfEX3lxXX_xJESt8Zh_9WA,23600,0.25925298179535466,5219.31,0.654412
UCEfUBg-LhLlrzntdfViUSpg,52100,2.1408436157572432,266919,0.429603
UCEfWjO3p-ibER5weqqx3dIQ,7730,2.404776196636481,16959.1,0.395543
UCEf_Bc-KVd7onSeifS3py9g,29000000,0.43568065804597705,7633100,4.58293
UCEfh6QfRtHbLMcA0qzJnXGQ,29200,1.8932568493150685,2555,0.142857
UCEfu1UaJroz-n91UFLtLzMA,25700,3.2256114508060034,59691.9,0.944056
UCEfys7EAxXhXv0tHaeZBPiQ,4340,0.5727452271231073,527.667,0.604046
UCEgIN0yG3PeVF4JfJ-ZG0UQ,471000,0.22298779193205945,51498.9,0.587234
UCEgta5aq9SLyQHMeOp6k6VA,9790,0.5854917554355756,5755.97,0.4
UCEgtisGtC7Cao1Uk6zRioKQ,4950,0.5953396029258098,3217.25,0.631579
UCEgtrhSEN8iOQOkO8zb37VA,13200,0.9152904040404041,19610,0.925197
UCEgu9F9TGQomPqrBvX6YZlQ,80200,0.532458021612635,42703.1,3.03884
UCEgvDbGDLzU8qb_OFxNVSMA,4350,10.680211494252873,759,0.143541
UCEh3HNCd7KcIy4YcwttBQRw,7020,0.9444225290379137,7415.36,0.29375
UCEhAdCaF23j_-D167vHhVlQ,17800,0.435561797752809,5202.83,1.49351
UCEhx9cVQ0Qvfl4mKvqa1R6A,19100,0.8479755671902269,32702.4,1.76087
UCEi9JTBG1CSFZoo8cudDOCg,5590,0.7031007751937984,60,0.0125945
UCEiYyEcKGpENAM7TnFmD44A,23200,0.22605677764565996,5230.17,1.28571
UCEii9gXvnQGFY81s8c0JnvQ,46100,1.2705800594520766,54346.7,3.06316
UCEiiLlbD9tPcMFPyXTrekTA,115000,0.3754973913043478,38881.7,0.961977
UCEiw16BaxuWjIP4SWUuO35A,26300,0.8863734102530484,26629.2,1.11111
UCEj3EHFwSOfadwufHnZlNNQ,449000,4.619878857779192,66560,0.266667
UCEjCMY3DJ31s6macjD6sgRw,10700,4.8467858594067454,1295.75,0.188172
UCEjP7GcX2fQ_nGd3c6N081A,4020,0.34955223880597014,1369.63,1.21033
UCEjPdmQuW5ePSyo27gX1qfA,54700,1.1093193174893359,36519,0.355556
UCEjojEVH_EpoRvHkafIfz6A,33600,0.805131222943723,22155.4,0.231076
UCEk7KYnlD3P1ofuY98Oeftw,16400,2.67809756097561,202769,0.626374
UCEkAKk1BMdbEufC5mehwZlA,8700,2.099535440613027,562,0.38835
UCEkD35bSQqlkaAcqIvz8smg,28200,0.8863487841945289,28183,0.284047
UCEkEcmMLqK3bQEs9fh2lhzQ,23500,0.24883262411347518,1221.14,0.441748
UCEkRaSQww-uFbUUpaSq5JZw,199000,0.9073685092127304,180566,0.986014
UCEkj6uJFJRX9Avnt0Y01UMw,5500,2.001287878787879,4890.9,0.250825
UCEkkacmFLkrlqbkthF2ilVw,4980,0.31490246701090074,888.714,1.1875
UCElF9bu58BfrEEcZXjffDtA,13000,1.500752508361204,1217,0.151724
UCElTGCtU-VnrgYMR1k1YpIA,17100,0.33500487329434697,1772.67,0.919463
UCElTt_S2R5_DZZ-Omba3g7g,20800,1.1142244983277592,20394.6,0.130435
UCEled0-xpDbDEyOb4xbCJIw,5560,0.21984172661870502,693.389,0.234914
UCElesHWdF-cOxsQuWfB-3zA,36600,1.821515342580916,1929,0.282895
UCElvpAmXzVNOSefLLh335qw,12500,6.90108,67943.8,1.28736
UCEmEynKA10ejHvD5b1kbPfg,36500,2.087179908675799,30175,0.260355
UCEmOAjTl_8d3WEZvHu57GUA,16500,4.108993939393939,80212.3,0.307692
UCEmqgAdERSA9Oj-ZNlbcWjw,7710,0.319249519209267,1732.56,0.407895
UCEn68wz70UdUlkW7QCQE3vA,12900,0.3476022453889334,4378.63,0.614583
UCEn6ZBBE0j5mY-YtQRC1BFg,256000,0.4168952047413793,115248,2.74762
UCEn8UcA-PNu5ZKr6tZdJ4Kw,186000,0.8618546594982079,160305,1.02395
UCEnICQpRWItTGJdy-THQG8w,20900,3.209565028273162,6875.57,1.15079
UCEn_SuU2BIzIzu7-x1vFv4A,14400,0.37002777777777773,5328.4,0.768595
UCEnadBBSL1H8MTujW7gsIiA,18000,0.6466481481481481,5145,0.319149
UCEneLwbMBucmYhQmMk68Hug,4790,0.7505723130084226,3130.83,0.268707
UCEnmrWLmKKWYko1XVeQfLGg,29700,2.879016249451032,37048,0.310835
UCEnxfpmOmHn7HdOtEHwAMvg,118000,1.5293574455205812,23404.1,0.0829016
UCEoLJRBTjFwvFT0UaNM4FSQ,4440,0.3992699596147872,345,0.417219
UCEoNuBPArtiIUcM7NGDJTCw,13400,1.1409214795587281,92973.7,0.314516
UCEoOcj6gYH_yI5M_FEmvf-w,55900,0.8620339892665474,48290,1.19136
UCEoXbfzxKt5NbmYmnheRnwg,5610,2.4014986465966857,935.5,0.210784
UCEowQ3Kt_CLqCNugljoocBQ,26000,0.4505230769230769,4365.75,1.16327
UCEp0uvqk-rAVsNto7mQporw,40300,0.2900463192721257,11688.9,3.51456
UCEq5_Oah_pPafNwS-u-HIEA,63400,0.2244367770767613,5015,0.361991
UCEqF7fC5z_WWkce5hPvuskg,4450,5.386346377373111,2652.5,0.0765306
UCEqMMsgBKhJXoeTX8buLm7g,68500,2.3003186508935314,154669,1.2069
UCEqNm0W0lX08-QoxC46p_6Q,8400,0.9534523809523809,7109.67,0.467213
UCEqXKYKvOlgK-CoQgWOnodA,19800,0.3839393939393939,5436.33,0.0168776
UCEqda_2qwp8rpeY6ByR6XTQ,18500,0.20013837837837836,1393.67,0.497382
UCEqnhWFiZV-ziHD909994gQ,86600,0.31971401077752115,27687.2,7.84547
UCEqoBA_bGHb4yhFGRHMHAvA,4280,4.535932120019675,3794.75,0.201835
UCEqvrcq7lCq8kOfzG5hT0BQ,5970,7.038241206030151,42018.3,2.06452
UCEr0vtURQ3iygyv0qKxyvgA,102000,1.603508650519031,49785.8,0.242647
UCEr547MprEpv1OR-ee7VxnQ,7270,1.1339610112412843,1375,0.504951
UCEr8OXkVsClZJqULeUh3qsg,7590,1.4438241106719367,17087.6,4.19512
UCErPCFP8BlfLZfBzeJuB2pw,4320,0.7335537918871252,1720,0.826816
UCEraZucOEHPKU-veWa-zTrA,10800,2.1589753086419754,96425.3,1.59406
UCErafSmvgQ9amW3zRFlTd4g,144000,1.7768819444444444,180575,0.59596
UCErvsKam2e3mVsyZEGYGRFA,5260,0.6466583796431705,1806.25,0.612319
UCEsVjWDnjGfgRovPZPDWPAQ,12300,0.7352090592334496,7669.6,0.441048
UCEtB27TnyoR-C0TSBzSRxvA,12600,1.4392316017316016,11851,0.598592
UCEtTp_oizatNmVbB0JuqO5Q,8050,2.0871619684663165,11431,0.137037
UCEttTSLfeio36ivrj_qMupw,156000,0.354557905982906,55311,3.79417
UCEuLFNl1fK9cvI2IdVDsG8g,30000,0.5872149425287356,23150.5,0.502101
UCEuP8zMn3ln3ZqJa85dp9JQ,11300,1.642920353982301,26368,0.125984
UCEu_YKdz0lMz1NkB3vlUyyw,296000,2.7946270511583013,596801,1.14286
UCEuh7pMi1-jZa4QTLH4k9eg,103000,1.114121359223301,52804.3,1.17647
UCEuv09kP6b6aYY28l3X562A,80800,4.559877722772277,27377.7,0.159483
UCEvbAicTqsG20SeQA9l5B9A,10900,5.485629095674968,97596.2,0.457778
UCEwARLYj08emfu1Q8jG-D-g,9260,0.4655178890036623,3638.35,0.684647
UCEwC0yYSBit6F-m34fYvG6w,14800,0.5801001001001002,1281,0.331325
UCEwOX0bhIWsEqKRv8uj-wgg,6280,4.866179481346679,10009.5,0.188925
UCEwOn7PtulhGiick5T_9CyA,436000,5.682859474241355,2129270,0.346667
UCEwje7zyKZCE-DgKSfYBorQ,11800,0.6538286924939467,1181.1,0.284848
UCEwmUXNK69iAugMEahY7glA,723000,0.33314195481788844,240358,2.1108
UCEwpMPqEFlOXrSMeiVEB2bw,13800,0.23574610842726784,1278.29,0.358491
UCEwq4lvvcNHdVWmpW9Je2SQ,154000,0.8285281385281384,72818.5,0.108033
UCEwzWW4lx7R7WGygVvcAaOg,21200,0.23795754716981132,3237.33,1.20732
UCEx38o13yXG6YrsHt0Vt6Eg,4500,5.837084444444445,34414.4,0.858974
UCExSp9JNgqAftJCtSvdJjoQ,9420,2.378676574663836,5306,1.27419
UCExSwx5k1Jvm3NeQe3luQrg,15800,0.2645371835443038,1946,0.191358
UCExvKr7Koz45kH2Fubo2JfQ,12800,0.6439281250000001,1080.6,0.375
UCExyu8wtpx-WFGEYFC2DnNA,6240,1.0467467948717948,5625.88,0.726027
UCEy03yhsq0bWe999Qc0eceg,33700,0.27726233652049675,2443,0.495833
UCEyN4b4zGYLjZbS84Li4VmQ,69500,0.3105626395435376,29238.3,1.57721
UCEyhRsKsQHTZKrwHdr4Yn5Q,29200,2.6955981735159815,8488,0.256579
UCEz17jgR5D0v6mP2qQ-tV8Q,20200,4.356173267326732,79534.3,1.68421
UCEzQOe5HYxXVtu6FUUrd8KQ,6080,8.021381578947368,1577.25,1.36364
UCEzZcejf28Oetz9TC5TuqSA,179000,1.6040185239635403,117764,0.258467
UCEzvxHNrMzAP0HH7QDmd8Pg,99407,0.28223495764667084,30203,6.45374
UCF-2zHpD1iy6QG08w9iqz6w,46500,0.581620788530466,27045.4,3.71354
UCF-rFAdN7dzd-SI2T3rkCaQ,207000,0.6028755555555556,123430,1.70617
UCF02fs8-f8AwBAEvoSdUImg,252000,0.31941021825396826,19143.5,0.632716
UCF0LiMKKEmu1MZGBN3T6TdQ,8470,1.0047225501770956,7921.2,1.60204
UCF0OGKCKxRE-AqLJZZlHq9A,10500,0.2896223316912972,2887.69,3.57759
UCF0Z28S4XN6uINXAOLy4TnQ,7520,0.7968085106382978,12754.7,1.11881
UCF0ciEjip8dOpZ7CUddVr0A,105000,0.37694063492063495,39578.8,1.0393
UCF0iu2lxxyNW4ZMAmA5oJiA,43600,1.2618161739721372,6244,0.146444
UCF0kS6dDjDs6_I0P6th1xZA,11400,1.020372050816697,908,1.12632
UCF0njkEG-ULFB_f_oEM_EnQ,130000,1.5479666666666665,7101.5,0.180952
UCF1Dbq71l5cwdaWO7l-cjhA,5740,0.9841045296167248,3119.56,0.966667
UCF1Y9tVO4Iag3r7bUHhGYEQ,8300,0.5206425702811245,4321.33,0.142857
UCF2AFWB3tROplgmkt3nOXIw,252000,1.1566483305966064,257237,1.37013
UCF2NEA2Wkhcc4vHchkXGeWQ,228000,0.6843369360902255,102103,0.643077
UCF2UEXvuYuEDRytIax4tbdg,9340,1.440887886203732,1097.22,0.660714
UCF2__o1uSWPRKplFuXZocqA,18900,2.4241288086115675,4402,0.387755
UCF2lMK7xctddQuepF3j-nnw,22600,0.8324277286135693,10750.4,1.4186
UCF2zcDg5VKLC9YgjSK2ZNqQ,10300,2.8691154261057177,1523.5,0.0821918
UCF2zo9TFlEne8o5hi_kMhUA,6660,0.7397297297297298,4926.6,5.71053
UCF3b5zhgrOVjcZ7BM5O46Ug,9360,1.3293447293447294,8921.2,1.17901
UCF4iJ7HRtEPW3mugTt6V2aA,1340000,0.4789881592039801,604306,0.447257
UCF4pTci9bHgkBaB7jHGTijA,358000,1.8671972894682394,758682,0.440678
UCF5-mFi9XB92Ifi4rIi6BbA,20200,0.7946444644464447,4286.35,2.26174
UCF5APEe2q8SakrZwGog0wtg,6910,5.025231974121052,1792,0.034
UCF5ISWf4XHlsmxNUX2p3HEA,73200,4.787758652094718,3187,0.328467
UCF5W6qNGX1RzcJdeO-GBpZw,5190,1.5883622350674373,4595.31,0.727599
UCF5XI4yprDtpOhq0xJtmFIA,4830,0.36833094441790093,765.5,0.512111
UCF5ab7jllOOI3c4uSyCOFCg,15300,0.23559074912016087,3419.24,3.21834
UCF5nSkVhVNw7aOcRpDLENlQ,26800,0.20053304904051175,5796.3,2.01282
UCF630kXfL4fxlYxgw2NZ7bw,9380,0.20288912579957355,1903.1,6.95122
UCF6K09piKIRZxvLAEzqD0rw,15700,0.38832866242038216,4269.57,0.432671
UCF6XT8vGekOuAAPXVVq2eAw,68900,1.0866302094132283,70789.3,5.7548
UCF6kyRGeRIal8z35FC6ClaQ,82000,1.2136606391925988,94292.9,1.11111
UCF6pV9k02uLJvMrqVg03Cjg,6260,0.24513126823169884,272,0.303748
UCF773EwGaRvXuQ4ZoWV0zPA,22700,0.3492602157071244,7822.93,1.72062
UCF7EvBGHbPQhdxb-vOyHhRg,4920,1.1829268292682926,9215.4,0.0489978
UCF7IBIvHZ2be4Ufo8i0uHBw,196000,0.35771054421768705,67528.4,1.972
UCF7KwCgKoeXLyg6jHz3Jmhg,6150,5.695951219512195,2226,0.0632184
UCF7X2COltpbPqWWNxW5cZRw,539000,0.28969691347613424,85763.9,2.18868
UCF7jqbJcwyPWwwlUI9EAXRA,14000,7.7239812030075194,165388,2.46939
UCF7rOm7hfFbbm8D8bKe54sQ,4230,1.3132781717888102,1774.25,0.515464
UCF7wbEMx2Wg0XOsCKDMhyYg,12900,0.4414613838644847,5146.73,1.08642
UCF8IAEi8x5MS6VyxB-wR_pg,25700,0.7511856260013733,5896,0.140625
UCF8W68PS2Ltz17lTDSptDvg,747000,1.5226470771976797,802006,1.74074
UCF8q86muWwpk_sCqxNzGhSA,21200,1.3948231132075473,10996,0.825397
UCF8us-Jsp8Huvl3mEVYnAaA,31400,1.7035031847133757,2703,0.623377
UCF8vJSU_NgrF0WvLMzydetQ,9040,0.5110757743362832,857,4.93333
UCF9KbuS_N0K7l3Hp5uk5Jeg,94800,0.3462526371308017,8248.71,0.359571
UCF9iRtFAXO6zGA2n66WHFWQ,270000,1.2069033333333334,325864,2.10929
UCF9nWZoRwZM1sZdDP_w930g,5340,0.22618494123724653,772.435,2.17021
UCFAPqqDp_0BUzKJoi75D5ig,22100,0.846289592760181,1607.2,0.0962963
UCFAZ7G2vFRCb-q54hu_v_DA,4430,9.719582392776523,1646.67,0.0558659
UCFAdJnIiFkRdB_GGEqPDu7g,8680,0.31903801843317975,17,0.172727
UCFB60rcm3XqhByeF1V5K1rw,4890,1.8755988898626934,680.167,0.5
UCFBGBsvOMA2gbxmnxgotsmw,109000,0.5017222397975324,53962.9,4.49425
UCFBX-K_0uxOGGg8dO_RrD8g,14400,1.5425833333333334,36468.8,0.237288
UCFC3gwNjb6sZ1b3E-B5Dm5w,65300,1.911833078101072,86866,0.240476
UCFDOT4k-744_cSIpxt5xkZw,56600,0.8868468786808009,30312.9,2.17722
UCFDtT1wO84w27rPv-CIjyrw,7490,0.5395607937019474,7189.6,2.09375
UCFEH2TZSB-nERSHlU3uF6Kw,16200,2.5477336860670197,40323.2,1.79739
UCFE_ZuNWJ2Ad5-Te_Irf1jw,54500,0.31178389398572887,9120,0.316514
UCFEclyGI0I-ip7pWE3-fZ0w,17900,0.4037262569832402,2983.07,0.699468
UCFElsT8YHU9JtjKY6h9aMsw,88000,0.9003413009404388,73445.2,0.266979
UCFEm6do2c4n7jX9C0mL_YZA,19800,1.3349781144781143,11891.8,0.606061
UCFFJQkUMM8r_7tFkeipLQgw,10300,0.2910610263522885,828.833,0.143791
UCFG9cpsoYgWpWUZRhsfwq2g,13100,0.5264990787049223,5623.47,0.545045
UCFGKZwMO3B_3oZrZQ-9p7oA,60600,0.2888177746346063,17278.4,0.0807692
UCFGLaiWyu_pkOGozLC5kFAw,9190,1.6872012307230497,15480.5,0.905882
UCFGPqpqKi9hrnaKjvBlJ4AQ,4930,0.3012778904665314,756.333,0.201629
UCFGSI47BkphBXXak6I2Risw,10000,0.4394964285714285,640.583,0.204691
UCFGw8CJO_TgINpW6F8oritQ,4030,0.8982630272952854,391,0.0785714
UCFH-FbASM8XRwgL5m3YBDog,6840,1.2124420246017342,189,0.566667
UCFH0dDaATlEtN6_raS95CRA,14200,1.0164295774647887,3705.67,2.19342
UCFH6oYM3QfmGg-54wSUvDig,5290,0.7206427221172023,3528.75,0.290698
UCFH9VTXreljLA4KHejcVmVg,133000,1.2015254803675854,167993,0.935185
UCFHIsNeOWpYbfrvcI10gzBQ,13000,3.4156076923076926,46645.8,0.576087
UCFHP2lLTQmgVtBiFQlzYauQ,195000,1.7236067307692309,239666,0.211864
UCFHUP1pTq7mqrYUWyyICp-A,529000,0.8307649653434153,192568,0.272311
UCFHUplScMiWTjJrtv4hxWmg,100000,0.33764466666666665,33764.5,4.13895
UCFHVk2DTThjQgFFFKMZP0SA,60290,4.3952929886500955,48011.6,0.26943
UCFHqj6irO9uk2pAS4dHC6cg,20800,4.29068198005698,39065.7,1.14444
UCFHt4Drs8lmyd-aUsBqM5uQ,7280,0.9123534798534798,155,0.444444
UCFICPFm59QipK9sCv4G_rbQ,9180,0.28791225302381485,2122.67,0.469565
UCFIJNhfqyXjiSLBeEdhkDdQ,16900,2.4706182411752704,63911.8,2.47541
UCFIK-nfXEnxUUGWTrv9Secg,26900,1.7911726934775263,1520,0.268966
UCFITKqW12636TGi-BfQzVaA,107000,0.3927825545171339,42027.7,0.586957
UCFIU78vbLQvY-SYz4F6aD1A,60400,0.20240066225165562,5901,0.12406
UCFIdjIsZWKJcuHAkXL3dvjQ,99100,0.7739907442847699,49074.2,0.236674
UCFJ7ZrioKQq5UFxf3JthqjA,41500,1.5256892834495879,52115.5,1.43056
UCFJFWmzv8b4N8xw7TdrZ6eQ,17700,0.29365254237288135,586.333,0.13
UCFJFzKFUxuxAnYJUYXn6qaw,13200,0.3337611408199644,4918.88,1.23762
UCFJhE8KBTctZ0jyXGGpDGRw,7080,1.6068973634651602,11802.6,0.311721
UCFJil0HY-l_Wb4njEKkCOAA,41700,0.54055333510969,16435.7,0.159341
UCFJnR2bmAx1gmgXg2JI3COQ,53400,0.9748868262497964,102736,0.404494
UCFK-gDXrVdgTKq7EUFeRLQA,6490,1.624795543439611,10950.9,0.228216
UCFKIXmg55wbTYhQtpK2ixQg,32300,2.7168762677484786,25326.8,0.395062
UCFKPkkfLd9TX_tfLZKSjO2A,97900,0.7039250936329587,68914.3,1.30293
UCFK_TCBPcV007_piL_PpWMg,145000,1.7376730083234244,98454,0.71875
UCFKlr6kcTcuqLLINfdF3S9A,5000,0.4167793103448276,963.667,0.424942
UCFKoZGmbCbIN5nKi-zlIcmw,41200,2.626832524271845,123060,12.6818
UCFKr5yBU4iAGucqyK0WPAjw,15100,0.5907991169977925,8921.07,13.321
UCFKx4IraOg0uuvTvTWz36TQ,54700,0.3790389135544529,21054.2,2.1
UCFKzFnJHZOsXugLJ8ffdFYw,7150,1.1647505827505829,4956.15,0.367742
UCFL8D3iJ9tVCqTsFpZLZEVQ,58000,0.8310110837438424,34451.5,1.40187
UCFLlNLJbGBiMT07N55GId6A,49100,8.877837261177383,315676,1.39583
UCFM4iQqVkQVjgbF3Ij5rBYA,11200,1.8506505102040816,10171.6,0.240275
UCFNpltKFBuDbz8Qc_t6Z8HQ,7710,0.8276309316159041,6554.69,0.914729
UCFNrw2e8hS83eB3qttGrDsw,226000,0.29725604719764015,67179.9,3.8543
UCFNvxbkVLERlXqoSRtZ8KVQ,119000,0.23675714285714283,28174.1,3.94872
UCFO21Ras5CFx6ZkF1Iud3EQ,5660,0.20909893992932863,441.909,1.76316
UCFOIw-F6nf2hu5bpTah3qRQ,9170,0.5309569247546346,4579.57,0.130024
UCFOdRk3IyEwKivJ2TemCxUw,9290,1.408762109795479,1099.25,0.404372
UCFP8gNKH1Ae5dnz8Ybt_kQg,128000,0.7265078125,81817.9,0.0409253
UCFPRoskdW3T-S4_sGoC9rLQ,14600,0.5672413793103448,4180.67,0.0956341
UCFPYLv_qwMrPqJ584JjsELg,9680,0.9694731404958677,141,0.310976
UCFPkM17-Zb1jtmnM0ZuLlWw,25889,2.8813524405474653,78752.6,3.44758
UCFPn7twIbSJ7Bt8QS_qkOTw,57100,0.2985288966725044,11644.5,3.07792
UCFQ-3VuzA_R8VnhYKderq0Q,4310,1.6165644680145839,5261.54,1.14074
UCFQ5CugaoQ1-bebUuKpMF_w,7610,0.36049209298110474,144.75,0.835106
UCFQ8D7RnvA1_1BWtIJXu86w,130000,0.4220080128205128,44973.5,1.64286
UCFQF9rawjY5P1CSyMGl_SSQ,8780,0.26838169753392094,1934.43,0.687151
UCFQq5WnDvEzcmGjPAjLBCAQ,24500,5.0527891156462585,2844,0.104167
UCFQqnvzajn7eDCbyE1qWgfg,8370,0.6936337258917904,5189.68,0.42615
UCFQtb7VzPKnRisKxAqO1wjw,20800,0.29279283216783214,7676.27,0.825
UCFR22SdPEC3XmU7nIygGjXw,53000,1.3700320754716981,72318.5,0.488432
UCFRDmLQJItqvkfFFfuTGGVg,132000,0.3081017316017316,40546.9,2.4268
UCFRHHzVI_sNUYDHDHjidlSA,5110,0.28760600130463143,447.917,0.349693
UCFR_HXXEXrHl-MjpWpTNtvA,10500,0.286312925170068,2644.53,2.24433
UCFRhhbXp3Cbvnnqc4IqtlpQ,9290,1.618622174381055,1533,0.231343
UCFRjA43Kt6ohmn9G9glZylQ,15100,0.9123112582781456,37003.8,0.418803
UCFRtL4GPsBsvAoJF0gnSOBA,108000,0.29621858465608464,31703,2.70732
UCFSBw8ECxWrzQmzNIO_Qzzw,88200,0.2760302343159486,24345.9,5.31395
UCFSg54jW8sxrsAtahPGJwsQ,61400,0.2634068171242438,13098.3,0.689655
UCFSsCkmqz73DBlCq0JOMILA,10500,0.3671309523809524,759.667,0.324094
UCFTN-rJ-T7rF6xQttGD32Dg,16700,0.40148702594810376,4716.25,0.771084
UCFTgZSIfk8o-k5ZOhMC3-kA,4230,1.3188695465291211,215.8,1.23762
UCFTiig7VLG8Cm-9aKMCa3LA,4530,2.4441957829032503,8552.67,0.318681
UCFTmotOx2GHLHj0YEs1SBnw,7710,0.3772503242542153,588.75,1.55056
UCFTraNN3eh2mCGEuFqDhPxg,135000,0.784156049382716,95900.5,1.21488
UCFU5iyRAr3I78HzbRDarlUw,9930,1.4155085599194361,2667.33,0.641791
UCFUArYVzD9QLHti_2ikILxQ,83000,0.7318004016064257,63398.4,1.42276
UCFUKKQB0zYMQ0O8Rmfv9Xag,9360,0.6308689458689459,4390.65,0.29375
UCFUPj-3LzMmiCH0JF0AqtHg,8404,0.4086272546734724,880.947,0.486755
UCFUb_E-gY1Wv7WsU2XE4H1w,10600,3.4971169811320757,785.889,0.117073
UCFUpTxU3nlGed-suY-FjjxA,667000,0.22409000672077753,144543,2.45498
UCFUuikl5bbTIOgCDoshBoXg,15200,1.3990026315789474,12269.7,0.104082
UCFV1ryS8od3wZIIRWp0m0vA,5580,1.2214874551971326,3904.5,0.264957
UCFV6KeZ7eT7xoPlP4mSAhGg,36900,0.3056052393857272,10977.9,0.657609
UCFVGfm6kKm07x3B1FaIdMLw,55300,4.7588582652615825,255697,1.86486
UCFVRXOqBeh8ynDdYWztewXg,12000,0.7951810344827586,3982.83,1.29167
UCFVlsqmr8wp94xfGQ18drNQ,56800,0.7227281077770973,30922,0.0660147
UCFVuOjl5Xo41fNBUmcKk-ZA,4160,0.987190934065934,60,0.513684
UCFVxgkesXT6qChD0yRi5OcA,9580,0.28098717566358483,94,0.628664
UCFWqxP2RLD6kd6o_UYUrrIg,25800,0.2579498892580288,6328.8,4.845
UCFWsGE4ja50T5r0G9rzqTnQ,4850,0.2912852233676976,1412.73,15.2222
UCFX1G0YQY59B8bCR5oWaPFA,5320,1.0365265843179376,218.111,0.814815
UCFX6adXoyQKxft933NB3rmA,616000,0.48387186520376174,483423,0.667992
UCFXAtyKzkuaU1_smPt4cmPQ,5000,1.2160133333333334,6190.28,1.80769
UCFXC7pQz3SgBwT1H8HNASqA,4380,0.31905999055266887,2029.33,0.691589
UCFXC95a_6Qf0b1Tr5ZK81Zg,4430,0.46941309255079006,458,0.364486
UCFXEdUwMvp-20D9nxjutQXg,38200,1.3688252617801047,64660.9,0.646667
UCFY7NKpmkMzu97WwiOj0xAA,10600,2.1260796645702307,1706,0.0881148
UCFY7dSFNbmfEi6vCY5JlD7g,20400,0.5306094771241829,10824.4,0.752137
UCFYFhN-aqeUGy5d4tRu-RmQ,8670,3.705824682814302,529.2,0.157895
UCFYGLb7z5Ketr3L8yNE9VCQ,5780,0.4210416418088534,1976.82,0.737226
UCFYHXYWr2yzyUmSiduja_aQ,15200,0.5778201754385965,792,1.23864
UCFY_Zc7Hdb5lHGPFmKywXCw,12300,0.3629492570787777,1468.5,0.815126
UCFYaFJxBNzVhmm_FIuOOL2w,14900,0.6484517472807221,1647.2,0.41791
UCFYgf2KyAbBFb82IEPz4Asw,17100,3.678382066276803,62900.3,1.91577
UCFYipdcJOodLSL9Hi5gxKFw,3930,2.4766657242484214,19627.5,0.446281
UCFZ7KRsVwFAaV2OL7HL6sdA,5890,0.42673417414504006,2435,0.812775
UCFZMzmbzhopx7awjSb_tfVg,33800,1.7599765354009387,3325.8,0.480519
UCFZTSKShwfTeg6f9qk0QfkQ,5970,0.4068676716917923,857.5,0.32914
UCF_0jz8N3MlTavlspQOj-rw,104000,0.603356456043956,140873,1.47978
UCF_4Gw7mhx1Gi9RFFFtfavw,4520,2.4306530363137018,1882.8,0.506024
UCF_R5sUdfi4msuMlhyfXaOw,175000,0.25995102040816326,44216.5,2.59794
UCF_ZlaeJ7LHeZUT7xJ_yGEg,39700,0.25868681780016795,10269.9,0.615385
UCF_cZRogBM3UkEyBsK8tbJw,4920,0.32433333333333336,1032.75,0.897638
UCFa21AJkRYb0GRSnIj_DiTA,25600,0.3106375,13048,1.48
UCFa96yEoj3G5lHC_mz6X1kQ,248000,0.201507123655914,8311.38,0.53169
UCFa97ZZBuMSDgSlYkmjBXhw,49100,1.3663792713283547,7435,0.263889
UCFaADzZrWpVm6u7LKob75Iw,286000,0.20332890442890442,58152.1,1.77184
UCFaCAdbef7S5HOnetfd8BkQ,4180,0.5146844383686489,1937.47,0.252119
